"_id","anchor_currency","auto_accept_limit","auto_accept_quantity","bump_count","category_ids","coin_symbol","cost","created_at","custom","delivery_location_ids","description","display_num_offers","filename","filename_blitline_info","filename_blitline_status","filename_height","filename_smallimage_height","filename_smallimage_width","filename_width","indexing_status","is_wish","last_expiration_reset","modified_at","pickup_location_ids","privacy","published_at","seller_id","state","title","type","account_blocked","views","remotes","reports","ext_cost","closed_at","closed_reason","closed_type","reason","reports_verified","reports_verified_time","reports_verifier_id","auto_accept","location_ids"
"540b8f06ea640d02000552b8","","","0","0","52501a663f648f02000001ab","SHEFA","20","2014-09-06T22:47:34.284Z","dW5kZWZpbmVk","","קצת ישן ואולי יעשה שימוש לפני זריקה. עשרות קלטות וידאו ישנות לילדים במצב מעולה! בניהם: מלך האריות 1 2 3 הארי פוטר, נסיך מצריים וכו..רק לבוא לקחת","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/81efc247-7221-9bac-cffe-6ca527836bee","mobile","new","3120","225","300","4160","none","false","2014-11-26T12:13:52.286Z","2014-09-06T22:47:34.284Z","524bdfddfdb33702000001e2","public","2014-09-06T22:47:34.284Z","540b8dc4f74caa0200a067ed","open","קלטות וידאו לילדים","product","","2","","","","","","","","","","","",""
"540b79d0c6f9c7020088f94c","","0","0","0","524b5140c07b2502000000cd,524b515bfdb33702000000c8","SHEFA","250","2014-09-06T21:17:04.459Z","dW5kZWZpbmVk","","אימון אישי לחיים - קואצ'ינג. לשינוי צמיחה והגשמה עצמית בתחומים: קריירה, התנהלות פיננסית, זוגיות ומערכות יחסים. טלפון 050-8772188\nמוסמך מטעם \"תות\" (אלון גל) והאוניברסיטה הפתוחה ובוגר תואר ראשון בניהול. בעל ניסיון חיים עשיר ומגוון וניסיון רב בניהול והובלת אנשים.","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/4ee71760-9160-bbe4-95ec-76cf973c12dc","mobile","new","333","337","300","254","none","false","2014-11-26T12:13:52.286Z","2014-09-07T10:30:35.377Z","524c1055fdb33702000002c7,5249ec3c377c5e020000004f,5249eb3d377c5e0200000030,5249eb6d377c5e0200000036,5379110a32dc210200ffe462,53846d07a792350200f3a380,524c110bfdb33702000002d0,5249eb63377c5e0200000035,5314440bcb3e3f0200001df4,53cbbdf35a3a9d02005df6bb,525f9b902d4db1020000019c,524c0ffafdb33702000002bf,53846c389d274202006e019c,525fc0692d4db102000001ec,52b3370d0b76fd020000017d,538ade44fff44202008cb2ef,53846c52d2559f0200e402e3","public","2014-09-06T21:17:04.459Z","540b7558fca674020091f960","open","אימון אישי לחיים - קואוצ'ינג","product","","8","","","","","","","","","","","",""
"540b64d99f0cb402004f700a","","","0","0","5224fe6fbe7c7c0300000012","SHEFA","120","2014-09-06T19:47:37.228Z","dW5kZWZpbmVk","","","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/5682db33-4b71-29ef-4198-e49baf33f0e","mobile","new","506","225","300","675","none","false","2014-11-26T12:13:52.286Z","2014-09-06T19:47:37.228Z","53846d2c49c45c02003bd239,5249edc5377c5e020000006e","public","2014-09-06T19:47:37.228Z","5376f29ba933170200ef7987","open","עזרה,הכוונה ויעוץ בנושאים של כתיבה יוצרת ושירה.","product","","4","","","","","","","","","","","",""
"540b62a356c38c020067069d","","0","0","0","53f4618d14316302004cc03a","SHEFA","100","2014-09-06T19:38:11.741Z","dW5kZWZpbmVk","","","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/38b5dbcb-a4ba-3dc2-6270-6da8401a9e6d","mobile","new","506","225","300","675","none","false","2014-11-26T12:13:52.286Z","2014-09-06T19:49:08.921Z","53846d2c49c45c02003bd239,5249edc5377c5e020000006e","public","2014-09-06T19:38:11.741Z","5376f29ba933170200ef7987","open","אשמח להקשיב לך ולעזור לך לקבל בהירות ואזן קשבת","product","","16","","","","","","","","","","","",""
"540b5db656c38c0200670517","","","1","0","524a0ddebcffa3020000002a","SHEFA","100","2014-09-06T19:17:10.232Z","dW5kZWZpbmVk","","עובדת במשק חקלאי אורגני. בקיבוץ עם אנשים בעלי צרכים מיוחדים","0","","","","","","","","none","false","2014-11-26T12:13:52.286Z","2014-09-06T19:17:10.232Z","53846d1c9d274202006e01ef","public","2014-09-06T19:17:10.232Z","540b56bb8dbf7502001313ba","open","יעוץ ליווי והדרכה בהקמת גינת ירק","product","","4","","","","","","","","","","","",""
"540b59d0a891fc02007050c5","","0","1","0","524a0f18bcffa30200000033,524a0f1f5c47600200000036","SHEFA","50","2014-09-06T19:00:32.992Z","dW5kZWZpbmVk","5249de14a4e6cb02000002e8","(התמונה להמחשה בלבד, צריך לרדת לחוף בשביל זה :))\nמציע את חדר האורחים בדירתי במרכז העיר, מתאים לזוג (מכל הסוגים) או בודד/ת.\nגילוי נאות - אני גרוש וגר לבד!","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/26d2f46b-545d-663-f809-7c30a3586ef8","mobile","new","639","200","300","960","none","false","2014-12-16T21:05:53.702Z","2014-09-09T16:10:13.492Z","","public","2014-09-06T19:00:32.992Z","540ace828dbf75020012fa59","open","אירוח באילת","product","","70","","","","","","","","","","","",""
"540b4aa9a891fc0200704c5b","","","0","0","532c65352be6c3020000728f","SHEFA","9","2014-09-06T17:55:53.175Z","dW5kZWZpbmVk","5249de14a4e6cb02000002e8","יש לכם תמונה שאתם רוצים \"להקפיץ\"? אני אערוך לכם אותה בדרך הכי טובה שאוכל :)\n\n(רצוי ברזולוציה גבוהה)","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/4af9b778-5559-a723-d9d0-ae16203b3780","mobile","new","1728","200","300","2592","none","false","2014-11-26T12:13:52.286Z","2014-09-06T17:55:53.175Z","","public","2014-09-06T17:55:53.175Z","537c6e446302390200cfa564","open","עריכת תמונה!","product","","7","","","","","","","","","","","",""
"540b33e9413c970200a40922","","0","0","0","52502bff8fe9a402000001e9","SHEFA","75","2014-09-06T16:18:49.428Z","dW5kZWZpbmVk","5249de14a4e6cb02000002e8","מידה M  משלוח בתוספת 15 שפע בדואר רשום","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/87b1898f-ee04-71de-f97b-c45aa1a956c8","mobile","new","3072","200","300","4608","none","false","2014-11-26T12:13:52.286Z","2014-10-03T18:58:13.074Z","5249ebfc377c5e0200000046","public","2014-09-06T16:18:49.428Z","5249bbf842898c0200005cc8","open","חולצה לגבר WAVE חדשה!","product","","10","","","","","","","","","","","",""
"540b1cf4413c970200a4058c","","0","0","0","5224fe6fbe7c7c030000000b,532cd25493ac5f02000006ac,524a146e5c4760020000005c","SHEFA","120","2014-09-06T14:40:52.429Z","dW5kZWZpbmVk","","אני סטודנט שנה ג' לחקלאות ומדעי הצמח ואני אשמח לסייע בייעוץ ותכנון גינות ירק אורגניות לצריכה אישי , משפחתית או קהילתית .\nחוויה נהדרת שטומנת בחובה מאמץ , מעקב ולמידה שבסופם תוצרת בריאה וטרייה .\nבעל ניסיון בזריעה , שתילה , השקיה ודישון .","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/b9c66ed3-b6bf-5645-619-56873bda3bba","mobile","new","4160","534","300","2340","none","false","2014-12-07T11:03:50.833Z","2014-09-06T15:14:41.373Z","524c10bcfdb33702000002ca,5249ec52377c5e0200000053,5249ebfc377c5e0200000046","public","2014-09-06T14:40:52.429Z","540b107a9f0cb402004f5c3c","open","סיוע וייעוץ בתכנון גינת ירק אורגנית","product","","22","","","","","","","","","","","",""
"540b185756c38c020066f57e","","","0","0","532c51e2cdbc7f0200001c78","SHEFA","1","2014-09-06T14:21:11.615Z","dW5kZWZpbmVk","","מחפשת פטיפון עובד","0","","","","","","","","none","true","2014-11-26T12:13:52.286Z","2014-09-06T14:21:11.615Z","524bdfddfdb33702000001e2,53846c52d2559f0200e402e3","public","2014-09-06T14:21:11.615Z","5329fa077177a4020000031a","open","פטיפון","product","","","","","","","","","","","","","",""
"540b009a8dbf750200130285","","","0","0","527f947090b75a02000004ee","SHEFA","30","2014-09-06T12:39:54.206Z","dW5kZWZpbmVk","","לשוחרי טיולים ואוהבי הארץ. מומלץ","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/1ec4f54-5b5d-7f5b-97f4-62f6e39462ab","mobile","new","918","169","300","1632","none","false","2014-11-26T12:13:52.286Z","2014-09-06T12:39:54.206Z","5249ec7a377c5e0200000058","public","2014-09-06T12:39:54.206Z","540af9bd8dbf7502001301a8","open","הודית גלבלום-פקס - קום והתהלך בארץ","product","","","","","","","","","","","","","",""
"540b0032a891fc0200703d09","","","0","0","52500fa68fe9a40200000150","SHEFA","300","2014-09-06T12:38:10.660Z","dW5kZWZpbmVk","","קליפ מקצועי לכל אירוע: יום הולדת, יום נישואין, ברית/בריתה, בר/בת מצווה...\nהקליפ בנוי מתמונות ומקטעי וידאו שלכם, ומכיל כתוביות ומוזיקה לטעמכם ונושא לבחירתכם (ספורט, חיות, טבע, מוזיקה, סרט קולנוע...)\nמחירים לסרטון של 8-10 דקות:\nסרטון רגיל - 300 שפע + 600 ש\"ח\nסרטון משודרג עם אנימציות - 300 שפע + 900 ש\"ח\nלפרטים ולדוגמאות - פנו אלי בפרטי.\n* כל ההתקשרות יכולה להתבצע דרך המחשב והאינטרנט, כך שאין מגבלת מיקום","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/913d2b71-f550-2f6c-3052-1a4bd0e469b8","mobile","new","1440","193","300","1920","none","false","2014-11-26T12:13:52.286Z","2014-11-11T04:00:04.437Z","5249ec3c377c5e020000004f","public","2014-09-06T12:38:10.660Z","523a9685f016d702000012f4","open","קליפ מקצועי בהתאמה אישית לכל אירוע. 25% בשפע !","product","","10","","[object Object]","","","","","","","","","",""
"540b0028413c970200a40034","","","0","0","52500fa68fe9a40200000150","SHEFA","100","2014-09-06T12:38:00.057Z","dW5kZWZpbmVk","","קליפ מקצועי לכל אירוע: יום הולדת, יום נישואין, ברית/בריתה, בר/בת מצווה, סיום שנה, עזיבת מקום עבודה או סתם מזכרת...\nהקליפ (מצגת / סרטון) מעוצב לפי תבנית לבחירתכם, ומכיל תמונות וקטעי וידאו שלכם, וכן מוזיקה לטעמכם. \nעד 5 דקות, כ 50 תמונות. קליפ ארוך יותר או מורכב יותר אפשרי בתוספת תשלום. \nאפשר גם להקרין אותו במהלך כל האירוע כקליפ רקע.\nמחיר מבצע! 25% מהתשלום בלבבות: 100 לבבות + 300 ש\"ח.\nלפרטים ולדוגמאות - פנו אלי בפרטי.\n* כל ההתקשרות יכולה להתבצע דרך המחשב והאינטרנט, כך שאין מגבלת מיקום","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/3cb14660-5b4c-bf6b-4dff-7bfe82fdef6f","mobile","new","858","225","300","1144","none","false","2014-11-26T12:13:52.286Z","2014-09-06T12:38:00.057Z","5249ec3c377c5e020000004f","public","2014-09-06T12:38:00.057Z","523a9685f016d702000012f4","open","קליפ מקצועי לכל אירוע, עכשיו במבצע! 25% הנחה בשפע!","product","","5","","","","","","","","","","","",""
"540ac4f99f0cb402004f4fbd","","0","0","0","524b4fecfdb33702000000be,524b5046c07b2502000000c5","SHEFA","105","2014-09-06T08:25:29.819Z","dW5kZWZpbmVk","","נועד לתלייה עם חוט כאשר סיימתם להרכיב (פאזל תלת מימדי).\nמתנה רומנטית או לילדים מגיל שמונה. איסוף מהוד השרון בלבד.","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/64cef2bf-e46a-d53f-5a7e-ba496de79dcc","mobile","new","2448","398","300","3264","none","false","2014-11-26T12:13:52.286Z","2014-11-07T02:43:53.570Z","5249eb3d377c5e0200000030","public","2014-09-06T08:25:29.819Z","5408d2ab8be1e8020068a701","open","לב פאזל תמונת כלבלבים 60 חתיכות","product","","7","","","0","","","","","","","","",""
"540aa8b7a891fc0200702f21","","0","0","0","524a0df0bcffa3020000002c","SHEFA","260","2014-09-06T06:24:55.353Z","dW5kZWZpbmVk","525f9b902d4db1020000019c","תקין ועובד , נמסר עקב קניית תנור  ,\nאשמח אם תצרו קשר,\nכמות שפע גמיש :)\nגלי \n052-3382772","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/55687464-edb4-1da7-cf8e-f12edb12b44","mobile","new","547","225","300","729","none","false","2014-12-27T17:25:30.757Z","2014-12-29T17:42:49.908Z","525f9b902d4db1020000019c","public","2014-09-06T06:24:55.353Z","534ec2606dffba0200000cf3","open","טוסטר","product","","23","[object Object]","","","2014-12-27T17:25:04.324Z","","","","","","","",""
"540a098c930242020070eef9","","0","0","0","53f4618d14316302004cc03a","SHEFA","260","2014-09-05T19:05:48.623Z","dW5kZWZpbmVk","5249ec10377c5e0200000048","שיטת כלים שלובים היא שיטה ייחודית לגוף ולנפש בגישה רוחנית. מסייעת לילדים ומבוגרים, בבעיות גופניות נפשיות והתנהגותיות. הריפוי מבוסס על הרחבה של התמונה הרפואית הקונבנציונלית והתמונה הפסיכולוגית המקובלת, לכדי ראיה כוללת של האדם הנובעת ממדע הרוח האנתרופוסופי.\n\nהטיפול משלב הכרת הביוגרפיה של האדם, שימוש באומנות ותרפיה אתרית.","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/7466876e-f322-b3a4-d0ee-5e44ce058d2d","mobile","new","259","401","300","194","none","false","2014-11-26T12:13:52.286Z","2014-09-06T06:28:10.642Z","","public","2014-09-05T19:05:48.623Z","520d371c0eba180200000395","open","טיפול בשיטת \"כלים שלובים\" http://shluvim.com/","product","","4","","","","","","","","","","","",""
"5409d091eecc08020029ff75","","0","0","0","5224fe6fbe7c7c030000000c,524b49eafdb33702000000ae","SHEFA","70","2014-09-05T15:02:41.263Z","dW5kZWZpbmVk","5249ebde377c5e0200000041","אני נוסע בימי ראשון בבוקר...כל חפץ עד גודל 100/A3 =70 תלוי בפריט...לפרטים  052-5556534","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/99339194-e5fa-c30-347c-14d9ee5362bd","mobile","new","630","300","300","630","none","false","2014-11-26T12:13:52.286Z","2014-09-05T15:20:07.286Z","5249ec81377c5e0200000059","public","2014-09-05T15:02:41.263Z","53f517d92b326902007f2234","open","הובלה של פריט קטן בין תל אביב לטבעון/ חיפה","product","","7","[object Object]","","","","","","","","","","",""
"5409a81ceecc08020029f7b5","","0","0","0","530f82264c7bf702000007f2","SHEFA","60","2014-09-05T12:10:04.274Z","dW5kZWZpbmVk","5249ebde377c5e0200000041","מידה גדולה 40-44","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/41fffe2a-650-db2e-d030-6f4c79d831e0","mobile","new","3264","502","300","1952","none","false","2014-11-26T12:13:52.286Z","2014-10-01T09:33:36.853Z","","public","2014-09-05T12:10:04.274Z","53b99b1ecfdc6a02005df457","open","גופיה מדליקה","product","","","","","","","","","","","","","",""
"5409a7b0ac36930200695d86","","0","0","0","530f81dabe0ca802000006d8","SHEFA","40","2014-09-05T12:08:16.507Z","dW5kZWZpbmVk","5249ebde377c5e0200000041","קצרה גם בבטן, של חברת JJ BESICS מידות 36-38","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/7d0db89-80c7-ff9e-d0c5-4eafce0f23e","mobile","new","1952","179","300","3264","none","false","2014-11-26T12:13:52.286Z","2014-10-01T09:33:49.803Z","","public","2014-09-05T12:08:16.507Z","53b99b1ecfdc6a02005df457","open","חולצה קצרה","product","","2","","","","","","","","","","","",""
"5409a6f254df170200af81e5","","","0","0","530f82264c7bf702000007f2","SHEFA","50","2014-09-05T12:05:06.191Z","dW5kZWZpbmVk","5249de14a4e6cb02000002e8,5249ebde377c5e0200000041","צבע חום מתאימה למידות 38-40","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/b955da91-3b9d-5e6e-5a4d-ac813d0e3467","mobile","new","3264","502","300","1952","none","false","2014-11-26T12:13:52.286Z","2014-09-05T12:05:06.191Z","","public","2014-09-05T12:05:06.191Z","53b99b1ecfdc6a02005df457","open","גופיה מדליקה","product","","9","","","","","","","","","","","",""
"5409a69554df170200af81d3","","0","0","0","530f824fe469b1020000065b","SHEFA","25","2014-09-05T12:03:33.263Z","dW5kZWZpbmVk","5249ebde377c5e0200000041","ממש קצר מתאים למתחת לבגדים או ספורט או פיגמה","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/99375f76-106e-d64c-4b60-6b208c243382","mobile","new","1952","179","300","3264","none","false","2014-11-26T12:13:52.286Z","2014-10-01T09:34:00.339Z","","public","2014-09-05T12:03:33.263Z","53b99b1ecfdc6a02005df457","open","מכנס קצר מאד מידה 38 צבע ירוק","product","","2","","","","","","","","","","","",""
"5409a5e554df170200af81aa","","0","0","0","532c62c6bfa9450200005d66,532ce523adbe5b0200000c6a","SHEFA","155","2014-09-05T12:00:37.315Z","dW5kZWZpbmVk","5249ebde377c5e0200000041","מראה מידות בערך 80-40 ס\"מ. כחדשה. איסוף בלבד!!!","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/aedb27fb-f3dc-7581-90df-de42ad663b9e","mobile","new","3264","502","300","1952","none","false","2014-12-11T07:30:03.501Z","2014-10-01T09:41:01.738Z","","public","2014-09-05T12:00:37.315Z","53b99b1ecfdc6a02005df457","open","מראה מסגרת מעץ","product","","45","","","","","","","","","","","",""
"54099f338be1e8020068b674","","","0","0","524a076ae257630500000001,527f8cc290b75a0200000261,524b48b9c07b2502000000a0","SHEFA","50","2014-09-05T11:32:03.941Z","dW5kZWZpbmVk","","שיעורים מובנים וממוקדים.  מאתגר את הגוף באופן הדרגתי ובריא, במטרה לחזק את השלד, להאריך שרירים, לפתח יכולת נשימה ולשפר יציבות מנטלית. \nוזה גם ממש כיף :)\nמתאים למתחילים/ממשיכים.\n50 ~ לשיעור.","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/b4c45c9-2290-a2d-5fb0-1486b7488ad","mobile","new","477","293","300","474","none","false","2014-11-26T12:13:52.286Z","2014-09-05T11:32:03.941Z","524c16b6c07b2502000002a3","public","2014-09-05T11:32:03.941Z","54099a3d8be1e8020068b54f","open","שיעורי יוגה בשיטת איינגאר, קרית טבעון","product","","12","","","","","","","","","","","",""
"5409865a930242020070d684","","","0","0","53f9b07b5bbd0f0200807de9,532c522cbfa9450200001cd3","SHEFA","100","2014-09-05T09:46:02.989Z","dW5kZWZpbmVk","","שלום רב  \nאני מאפר מקצועי  עובד בתעשיית הבידור והקולנוע בישראל  כבר  מעל 12 שנה  \nאשמח  להציע את שירותי  גם  לאיפורי  ארוע   לכל מי שחפץ","0","https://mamazone-upload-test.s3.amazonaws.com/uploads/8c9212e-56e1-5b81-8b1a-45d9906a67d","mobile","new","948","409","300","695","none","false","2014-11-26T12:13:52.286Z","2014-09-05T09:46:02.989Z","5249ec81377c5e0200000059","public","2014-09-05T09:46:02.989Z","54083b78af647c020098a1c0","open","איפור  לארועים  פרטים","product","","17","","","","","","","","","","","",""
